 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20220416T1100,14.750245,56.751957,14.512064,46.00508
20220416T1200,15.540245,52.377266,16.08761,49.537766
20220416T1300,15.960245,48.891087,16.641972,51.14662
20220416T1400,16.530245,44.973892,16.279802,54.904182
20220416T1500,16.910246,43.06958,15.683774,58.13401
20220416T1600,16.810246,42.018448,15.379206,57.425934
20220416T1700,16.410246,41.54487,15.192682,53.673157
20220416T1800,15.400246,45.475746,12.496718,48.503525
20220416T1900,13.660245,49.06656,10.44,46.397186
20220416T2000,11.700245,54.06271,9.686609,48.01277
20220416T2100,10.620245,56.45734,9.449572,49.635452
20220416T2200,9.840245,57.724613,9.220499,51.34018
20220416T2300,8.890245,60.5415,9.178235,48.179825
20220417T0000,8.600245,58.9124,9.585739,55.71312
20220417T0100,7.730245,59.112015,10.315115,60.751175
20220417T0200,6.4102454,61.053165,9.021574,61.38954
20220417T0300,5.1602454,64.47683,7.2,53.130096
20220417T0400,4.2502456,66.82593,6.8777895,42.87889
20220417T0500,3.7102456,68.30024,7.145796,40.914368
20220417T0600,3.4102454,68.79065,6.3690495,47.29059
20220417T0700,5.7802453,61.431202,8.209263,52.125
20220417T0800,7.8102455,51.84872,10.739832,50.440323
20220417T0900,9.600245,46.01356,12.387348,54.46232
20220417T1000,11.510245,40.04292,13.397612,59.300278
20220417T1100,13.410245,35.405045,11.457958,43.726974
20220417T1200,15.160245,32.737972,12.475961,43.830856
20220417T1300,16.570246,30.124514,13.246826,47.20259
20220417T1400,17.550245,27.115908,13.608762,52.52382
20220417T1500,18.160246,24.878607,14.186923,54.293304
20220417T1600,18.370245,23.109484,14.689588,53.97262
20220417T1700,17.870245,23.904245,13.392774,53.746155
20220417T1800,16.650246,28.061384,9.726664,51.009003
20220417T1900,14.480246,32.413002,7.491114,54.782394
20220417T2000,11.5602455,41.382248,7.4128532,60.945396
20220417T2100,9.670245,48.472446,7.4128532,60.945396
20220417T2200,8.430245,53.5009,8.049845,63.43495
20220417T2300,7.5102453,54.593098,8.311245,72.34988
20220418T0000,6.2602453,60.8799,7.072878,75.25644
20220418T0100,5.4302454,64.30614,6.28713,76.75948
20220418T0200,4.3502455,69.10502,6.151683,69.443954
20220418T0300,3.7802453,71.04409,5.8048253,60.25511
20220418T0400,2.8102455,75.435715,6.28713,66.37062
20220418T0500,2.1002455,78.31318,5.1544156,77.905235
20220418T0600,1.6902454,81.18984,3.6,89.99999
20220418T0700,4.9302454,72.49512,4.39436,124.99202
20220418T0800,7.9302454,58.01167,2.9024127,119.74488
20220418T0900,10.080245,48.985947,2.968636,104.03624
20220418T1000,11.8102455,44.905178,3.7585104,73.30075
20220418T1100,13.430245,43.368916,4.510787,61.38954
20220418T1200,14.960245,41.559998,6.1305785,49.76364
20220418T1300,16.300245,38.92829,6.618519,44.999985
20220418T1400,17.400246,36.1363,6.297428,30.963745
20220418T1500,18.080246,33.512306,6.151683,20.556046
20220418T1600,18.490246,32.492928,6.28713,13.240509
20220418T1700,18.480246,32.560257,6.924738,8.972626
20220418T1800,17.550245,36.077404,5.4119864,356.18594
20220418T1900,14.340245,50.92332,6.924738,351.02737
20220418T2000,11.090245,57.84809,9.3876505,4.398697
20220418T2100,10.920245,55.09902,9.346143,15.642242
20220418T2200,10.190246,59.92391,7.754637,21.801407
20220418T2300,8.650246,63.19664,3.9763298,84.805565
20220419T0000,6.3702455,73.57659,3.4152596,108.434944
20220419T0100,4.6202455,81.28832,3.4152596,108.434944
20220419T0200,3.6802454,85.73488,4.1046314,105.25512
20220419T0300,3.0902452,88.56226,3.671294,101.30993
20220419T0400,2.4402454,90.901054,2.968636,104.03624
20220419T0500,2.0302453,91.72661,2.2768397,108.434944
20220419T0600,2.2102454,91.01258,2.5959969,123.69006
20220419T0700,5.5802455,81.95848,4.6800003,112.61986
20220419T0800,9.240245,67.629974,2.8799999,89.99999
20220419T0900,11.750245,57.163666,3.6,53.130096
20220419T1000,13.930245,51.168827,4.6938257,32.47119
20220419T1100,15.960245,44.744858,4.510787,28.610443
20220419T1200,17.310246,39.987858,4.32,360
20220419T1300,18.110245,37.052864,5.5887027,345.0686
20220419T1400,18.760244,35.138954,6.638072,347.4712
20220419T1500,18.900246,34.387356,8.4042845,350.13422
20220419T1600,18.950245,33.528915,9.779817,353.65985
20220419T1700,18.150246,35.159092,10.495713,5.906128
20220419T1800,17.030245,37.881073,8.311245,4.9697266
20220419T1900,14.960245,43.91639,6.8399997,360
20220419T2000,12.390245,54.09797,6.87779,6.0090027
20220419T2100,11.160245,58.528763,8.12197,12.804245
20220419T2200,10.120245,62.390545,8.891344,21.370605
20220419T2300,9.020246,67.0543,10.041354,14.534454
20220420T0000,8.300245,70.81894,7.386582,46.97493
20220420T0100,7.860245,71.99887,6.297428,59.036255
20220420T0200,7.750245,71.4652,6.830519,71.56504
20220420T0300,6.5602455,75.321686,5.4833565,66.8014
20220420T0400,5.7202454,78.64739,5.00128,59.74356
20220420T0500,5.230245,79.7038,5.634891,63.43495
20220420T0600,5.110245,79.112915,4.198285,59.036232
20220420T0700,7.1602454,71.241264,6.489992,56.30993
20220420T0800,9.580245,60.457005,6.8777895,47.121094
20220420T0900,11.630245,53.085255,7.8954163,43.15239
20220420T1000,13.360246,47.73666,9.422101,46.54814
20220420T1100,14.950245,45.087147,12.24,28.07248
20220420T1200,16.130245,42.296444,13.551501,39.610672
20220420T1300,17.010244,39.616264,11.966954,43.781113
20220420T1400,17.700245,37.515163,12.496718,41.49646
20220420T1500,18.060246,35.58778,12.313894,37.87497
20220420T1600,18.140245,34.556953,10.383987,33.690063
20220420T1700,17.620245,34.353073,13.854155,24.56717
20220420T1800,16.390245,37.79871,9.346143,15.642242
20220420T1900,14.250245,42.405766,6.130579,3.3664398
20220420T2000,11.680245,50.35066,7.072878,14.743561
20220420T2100,9.870245,57.69108,7.5942082,31.42955
20220420T2200,8.900246,60.631382,7.42159,50.906143
20220420T2300,8.200246,60.759033,6.489992,56.30993
20220421T0000,6.8902454,65.32285,6.12,61.927513
20220421T0100,5.8002453,69.52809,6.297428,59.036255
20220421T0200,4.8202453,73.26909,6.297428,59.036255
20220421T0300,4.0202456,75.99782,5.634891,63.43495
20220421T0400,3.2202454,79.83956,5.0142193,68.96249
20220421T0500,2.3902454,83.10747,5.315336,61.699234
20220421T0600,2.4402454,83.78615,3.8773184,68.19859
20220421T0700,5.7602453,73.45642,4.452954,75.96376
20220421T0800,8.480246,61.18331,4.0249224,63.43495
20220421T0900,10.720245,51.960182,4.8433046,48.01277
20220421T1000,12.660245,46.449326,6.8777895,42.87889
20220421T1100,14.540245,42.89091,8.707237,29.744873
20220421T1200,15.960245,40.18707,10.1887,32.005356
20220421T1300,17.170246,37.277473,10.883676,34.2157
20220421T1400,18.310246,35.3325,12.387348,35.53766
20220421T1500,18.910246,34.02407,11.808878,37.568573
20220421T1600,19.200245,32.984104,11.269782,26.565033
20220421T1700,19.070246,33.94995,12.661564,14.826477
20220421T1800,17.880245,41.3041,11.659777,8.880646
20220421T1900,15.750245,48.219048,9.255571,13.495728
20220421T2000,13.230246,58.15955,8.427383,19.983109
20220421T2100,11.610246,64.947136,9.021574,28.610443
20220421T2200,10.370245,68.98517,8.287822,34.380325
20220421T2300,9.470245,72.168526,7.145796,40.914368
20220422T0000,8.590245,74.21396,7.653705,41.18593
20220422T0100,7.860245,75.82853,7.10031,59.534447
20220422T0200,6.8902454,78.50555,7.386582,46.97493
20220422T0300,6.3102455,79.762505,6.1305785,49.76364
20220422T0400,6.520245,79.34295,5.00128,59.74356
20220422T0500,5.6602454,82.911224,4.829907,63.43495
20220422T0600,5.0902452,86.0908,5.1165614,50.7106
20220422T0700,7.2002454,81.90227,5.4833565,23.198593
20220422T0800,9.370245,73.582,6.297428,30.963745
20220422T0900,10.990245,67.92055,7.9036193,30.068573
20220422T1000,12.610246,62.86268,8.707237,29.744873
20220422T1100,14.120245,60.74123,9.686609,41.987198
20220422T1200,15.830245,54.910286,9.931042,46.468796
20220422T1300,17.110245,51.228203,7.8954163,43.15239
20220422T1400,17.990246,48.98543,7.42159,14.03624
20220422T1500,18.790245,46.867393,9.47012,8.74614
20220422T1600,18.500246,49.02641,10.948973,9.462311
20220422T1700,17.920246,53.057804,10.799999,360
20220422T1800,17.170246,54.699383,8.049845,349.69516
20220422T1900,15.870245,56.92452,6.130579,356.63354
20220422T2000,13.770246,67.03219,6.519877,6.340164
20220422T2100,11.790245,76.77846,7.5170207,16.69925
20220422T2200,10.950245,79.5923,6.3690495,42.70938
20220422T2300,10.080245,84.4256,4.452954,75.96376
20220423T0000,9.0602455,86.90227,6.2145634,100.00798
20220423T0100,8.450246,88.72065,6.162207,96.70984
20220423T0200,8.690246,87.647,6.849467,93.01279
20220423T0300,9.180245,86.139534,6.130579,86.63353
20220423T0400,9.090245,85.714134,5.3999996,89.99999
20220423T0500,8.910245,87.790436,4.73506,81.25384
20220423T0600,8.980246,88.16128,2.9024127,97.125015
20220423T0700,10.090245,85.12479,0.8049845,153.43495
20220423T0800,10.760245,83.13338,0.35999998,360
20220423T0900,11.510245,79.67709,1.609969,333.43497
20220423T1000,12.090245,77.09158,2.7416782,336.8014
20220423T1100,12.610246,77.862335,7.42159,22.833649
20220423T1200,12.960245,77.13,7.9932966,54.16234
20220423T1300,12.880245,79.07493,8.404285,43.264297
20220423T1400,13.500245,78.32004,7.928177,39.472458
20220423T1500,13.610246,78.179016,7.628263,19.29004
20220423T1600,14.360246,75.865425,8.654986,16.927505
20220423T1700,14.620245,74.09569,8.373386,25.463333
20220423T1800,14.3102455,75.34838,9.504273,24.623566
20220423T1900,13.430245,79.104965,10.990322,31.607498
20220423T2000,12.230246,84.22662,8.654987,44.999985
20220423T2100,11.840245,85.21118,9.449572,40.364532
20220423T2200,11.120245,88.905785,7.7879906,33.690063
20220423T2300,10.430245,82.40905,8.707237,330.25513
20220424T0000,11.080245,77.93524,6.87779,276.009
20220424T0100,9.8102455,84.160576,13.450708,254.47589
20220424T0200,9.120245,88.72264,17.709658,243.43495
20220424T0300,9.020246,87.37884,13.004922,228.36647
20220424T0400,8.150246,84.656334,7.9932966,215.83765
20220424T0500,7.8102455,86.58582,5.5887027,194.93143
20220424T0600,7.8302455,88.41524,5.771239,183.57634
20220424T0700,8.320246,89.819664,6.130579,183.36646
20220424T0800,9.100245,87.14653,6.9899354,191.88866
20220424T0900,9.730246,83.8613,7.968939,198.43495
20220424T1000,10.220245,82.04135,9.178235,205.55997
20220424T1100,10.570246,82.88122,10.514218,218.04704
20220424T1200,10.970245,82.990326,13.392774,233.74615
20220424T1300,11.250245,83.480415,17.114204,247.75098
20220424T1400,11.300245,85.78748,18.161278,256.23923
20220424T1500,11.150246,86.707596,16.171976,253.17859
20220424T1600,10.970245,88.832146,17.076298,251.56506
20220424T1700,10.620245,91.24283,12.55879,242.70044
20220424T1800,10.510245,92.166504,10.195057,222.1376
20220424T1900,10.280245,93.85233,9.085988,213.69006
20220424T2000,10.190246,95.25493,8.373386,205.46335
20220424T2100,10.160245,96.67999,8.0899935,212.27565
20220424T2200,10.200245,97.59845,5.991594,212.73523
20220424T2300,10.180245,97.26945,6.28713,193.24052
20220425T0000,9.940246,97.921814,5.8048253,209.74489
20220425T0100,9.950245,98.65165,5.634891,206.56505
20220425T0200,9.870245,96.801285,5.634891,206.56505
20220425T0300,9.950245,97.06595,5.95906,205.01689
20220425T0400,10.450245,94.561615,5.6920996,198.43495
20220425T0500,10.280245,94.5533,4.452954,194.03624
20220425T0600,9.820246,98.18401,5.506941,191.30994
20220425T0700,11.040245,94.39953,6.6185193,202.38013
20220425T0800,11.730246,89.74153,6.489992,213.69006
20220425T0900,12.0602455,90.55442,7.386582,226.97495
20220425T1000,12.090245,88.87209,7.145796,229.08562
20220425T1100,12.500245,85.688255,5.0142193,248.9625
20220425T1200,13.160245,82.49071,3.6179552,264.28943
20220425T1300,13.200245,81.66862,2.0364676,225
20220425T1400,13.520246,80.13626,5.5887027,194.93143
20220425T1500,13.830245,76.08285,11.885453,215.13419
20220425T1600,13.870245,76.81111,12.783802,237.65256
20220425T1700,13.130245,80.566956,9,253.7398
20220425T1800,12.400246,83.793755,3.8939953,236.30994
20220425T1900,11.280245,89.28123,4.6938252,184.39871
20220425T2000,11.070246,91.645744,5.771239,176.42366
20220425T2100,10.990245,92.01191,4.68,180
20220425T2200,10.760245,94.068245,4.73506,188.74615
20220425T2300,9.950245,95.050995,2.0364676,225
20220426T0000,9.650246,97.05684,2.4149535,243.43495
20220426T0100,9.180245,97.70419,4.1046314,232.12502
20220426T0200,8.910245,98.096985,1.609969,206.56505
20220426T0300,9.100245,97.569305,1.2979984,213.69006
20220426T0400,9.230246,96.84608,2.8116899,230.19443
20220426T0500,9.110246,96.18497,4.8965297,233.97263
20220426T0600,9.070246,93.849304,7.628263,250.70996
20220426T0700,8.920245,94.2913,7.42159,255.96376
20220426T0800,9.120245,91.44347,3.563818,225
20220426T0900,10.040245,86.17577,4.3349743,184.76364
20220426T1000,11.340245,76.75532,6.28713,193.24052
20220426T1100,12.200245,68.08828,8.12197,257.19574
20220426T1200,13.000245,64.19094,9.726665,267.8789
20220426T1300,13.230246,65.04876,9.726665,267.8789
20220426T1400,13.380245,64.32364,11.874544,284.03625
20220426T1500,13.430245,64.02489,10.703569,289.6538
20220426T1600,13.990245,62.024548,10.028439,291.0375
20220426T1700,14.200245,59.388966,9.387651,302.4712
20220426T1800,13.760245,59.3606,7.7043357,322.59467
20220426T1900,12.130245,70.17683,5.7599998,360
20220426T2000,11.130245,70.361374,5.6002855,44.999985
20220426T2100,10.910245,71.79993,3.319036,77.47118
20220426T2200,9.620245,76.19474,1.1384199,18.434952
20220426T2300,8.8102455,80.375244,5.8603754,10.619659
20220427T0000,8.520246,80.89488,7.5599995,360
20220427T0100,5.5302453,91.35735,7.9932976,7.765167
20220427T0200,5.650245,92.72842,7.4128532,29.05458
20220427T0300,4.6402454,95.79319,6.696387,36.25383
20220427T0400,4.0602455,98.24173,6.297428,30.963745
20220427T0500,3.7402453,98.79165,5.991594,32.735214
20220427T0600,4.650245,97.70617,5.904439,37.568573
20220427T0700,6.4102454,95.341934,5.3999996,36.86989
20220427T0800,8.410246,88.28821,7.42159,50.906143
20220427T0900,10.430245,76.44153,9.178235,64.440025
20220427T1000,11.740245,68.844376,9.339208,62.447174
20220427T1100,13.240245,64.33568,11.304229,52.76516
20220427T1200,14.280245,59.326828,11.183201,56.82148
20220427T1300,15.360246,55.54987,10.883676,55.784294
20220427T1400,16.320246,52.263493,10.799999,53.130096
20220427T1500,17.210245,49.379055,10.086427,55.1755
20220427T1600,17.620245,47.811718,8.942214,49.89908
20220427T1700,17.520245,48.550842,9.726664,38.990982
20220427T1800,16.730246,53.43231,9.028754,23.49855
20220427T1900,14.530245,64.89817,7.754637,21.801407
20220427T2000,11.8102455,74.7551,8.39657,30.963745
20220427T2100,10.430245,79.1299,8.669949,41.63353
20220427T2200,9.230246,82.41658,8.435069,50.194427
20220427T2300,8.330246,83.56529,7.653705,48.81407
20220428T0000,7.670245,85.96798,6.151683,69.443954
20220428T0100,6.860245,88.01012,5.2416787,74.054596
20220428T0200,6.170245,90.513885,5.3517847,70.346176
20220428T0300,5.650245,92.14276,5.0142193,68.96249
20220428T0400,5.110245,93.413635,4.6800003,67.380135
20220428T0500,4.4402456,94.90549,4.829907,63.43495
20220428T0600,5.270245,93.687996,3.7064266,60.945396
20220428T0700,8.110246,86.67923,3.7585104,73.30075
20220428T0800,10.550245,77.09948,4.6102495,51.34018
20220428T0900,12.780245,68.44818,7.42159,50.906143
20220428T1000,14.790245,61.073204,8.587338,56.976128
20220428T1100,16.540245,56.166397,9.422101,43.451828
20220428T1200,17.960245,51.109154,10.296251,53.53076
20220428T1300,19.080246,46.08583,10.685391,57.380745
20220428T1400,19.930244,42.45547,9.885262,56.88865
20220428T1500,20.570246,39.005196,9,53.130096
20220428T1600,20.840246,36.841187,8.913181,46.636566
20220428T1700,20.710245,35.662457,10.233123,39.2894
20220428T1800,19.870245,40.400673,7.729527,27.75853
20220428T1900,17.180244,51.247414,7.8954163,24.227737
20220428T2000,13.800245,60.32668,7.653705,41.18593
20220428T2100,11.900246,67.41205,7.9932966,54.16234
20220428T2200,10.420245,72.355835,8.373386,64.53666
20220428T2300,9.440246,77.44945,7.8954163,65.772255
20220429T0000,8.550245,79.33066,6.2145634,79.99202
20220429T0100,7.4302454,82.80422,5.3999996,89.99999
20220429T0200,6.670245,85.36884,4.6938252,94.398705
20220429T0300,5.730245,88.95594,4.0249224,100.30484
20220429T0400,4.9502454,91.56975,4.379589,99.46232
20220429T0500,4.2602453,93.15824,3.8773184,111.80141
20220429T0600,5.360245,90.957115,2.2768397,108.434944
20220429T0700,8.080246,84.117836,2.9024127,82.874985
20220429T0800,10.910245,71.252686,2.9024127,82.874985
20220429T0900,13.230246,60.352737,3.7585104,73.30075
20220429T1000,15.360246,53.395496,3.6,53.130096
20220429T1100,16.680244,48.85544,5.1919937,33.690063
20220429T1200,17.820246,46.75409,5.6920996,18.434952
20220429T1300,18.450245,44.806854,5.4477882,7.594635
20220429T1400,18.970245,42.82769,4.73506,351.25385
20220429T1500,19.060246,41.38861,6.696387,323.74615
20220429T1600,18.930244,41.091686,7.7879906,326.30994
20220429T1700,18.350245,41.879456,8.587338,326.97614
20220429T1800,17.760244,48.21669,6.297428,329.03625
20220429T1900,17.360245,40.890297,6.4096174,321.84277
20220429T2000,14.690246,56.22638,6.8777895,312.8789
20220429T2100,13.140245,64.580055,7.0911775,293.9625
20220429T2200,12.760245,68.06752,6.12,270
20220429T2300,12.300245,69.2971,1.9386592,201.8014
20220430T0000,12.090245,71.93255,4.0249224,243.43495
20220430T0100,11.640245,76.964005,5.6920996,251.56506
20220430T0200,10.940246,83.55508,5.3999996,270
20220430T0300,9.920245,88.43358,2.6208394,285.9454
20220430T0400,9.020246,91.24809,2.5959969,303.69006
20220430T0500,9.220245,92.39436,1.0182338,315
20220430T0600,9.070246,93.20986,0.71999997,360
20220430T0700,10.370245,89.68835,2.0991426,300.96378
20220430T0800,12.280245,82.0971,4.2136917,340.0169
20220430T0900,13.610246,74.06405,5.771239,356.42368
20220430T1000,14.830245,67.9042,6.130579,3.3664398
20220430T1100,15.080245,63.575867,10.799999,360
20220430T1200,15.400246,61.852318,12.620554,356.7295
20220430T1300,15.320246,62.342342,12.074766,10.30484
20220430T1400,15.500245,60.62022,12.682018,6.519806
20220430T1500,15.330245,60.371387,11.570515,354.6442
20220430T1600,14.770246,64.95254,10.446206,358.0251
20220430T1700,13.710245,69.351875,9.422101,6.5819397
20220430T1800,12.830245,75.552025,9.9571085,12.528793
20220430T1900,12.270246,76.70161,7.92,360
20220430T2000,11.250245,81.4557,5.3999996,360
20220430T2100,10.240245,86.07993,6.12,360
20220430T2200,9.510245,89.55317,5.8048253,7.125
20220430T2300,8.290245,93.869484,6.162207,6.7098236
20220501T0000,7.610245,95.86091,7.4128532,29.05458
20220501T0100,7.6202455,95.861336,7.42159,14.03624
