 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20230110T0600,5.0102453,82.64202,9.885262,236.88866
20230110T0700,4.880245,85.8815,10.233123,230.7106
20230110T0800,4.7802453,87.22991,9.931042,226.46881
20230110T0900,4.790245,88.358185,10.296251,216.46924
20230110T1000,5.110245,88.140114,10.883676,214.2157
20230110T1100,5.6802454,82.56005,13.276144,220.6013
20230110T1200,6.210245,81.52662,16.055355,227.72632
20230110T1300,7.130245,73.14752,15.072783,229.84401
20230110T1400,7.440245,68.34578,11.753876,220.03026
20230110T1500,7.520245,64.53312,10.685391,212.61925
20230110T1600,7.0902452,66.95021,7.69592,190.7843
20230110T1700,6.250245,70.948425,7.5942073,174.55966
20230110T1800,6.1602454,71.44398,8.28,180
20230110T1900,6.480245,69.425186,10.08,180
20230110T2000,6.710245,68.77658,10.464798,183.94519
20230110T2100,6.790245,69.04307,10.823973,183.81407
20230110T2200,7.2602453,67.96222,10.805999,181.90915
20230110T2300,7.2802453,72.76012,12.245294,181.68468
20230111T0000,7.480245,73.845055,12.7279215,188.1301
20230111T0100,7.650245,75.41526,12.015589,188.61565
20230111T0200,7.8702455,75.93772,12.429127,190.00798
20230111T0300,8.200246,78.22386,13.039754,186.3402
20230111T0400,8.330246,80.24637,13.75558,186.009
20230111T0500,8.590245,81.58567,13.849476,188.97263
20230111T0600,8.780245,82.011604,13.979871,191.88866
20230111T0700,8.910245,82.20109,13.797913,195.12401
20230111T0800,9.360246,80.56956,13.358861,194.03624
20230111T0900,9.680245,79.7834,14.05845,193.32452
20230111T1000,9.890245,79.31963,15.484185,197.59242
20230111T1100,9.540245,80.764046,13.009903,194.42078
20230111T1200,9.340245,86.69305,13.905509,201.2505
20230111T1300,9.350245,90.588326,15.778516,214.77783
20230111T1400,9.230246,92.20566,16.800856,225
20230111T1500,9.390245,92.02774,16.641972,231.14662
20230111T1600,9.3102455,89.16786,15.986593,234.16235
20230111T1700,8.860246,90.11406,15.7908325,245.77226
20230111T1800,8.590245,89.28698,13.207634,252.55283
20230111T1900,8.290245,89.13629,11.91812,244.98311
20230111T2000,7.860245,89.40632,12.904882,239.85861
20230111T2100,7.8402452,87.80346,12.594856,239.03625
20230111T2200,7.6002455,87.22962,11.753876,229.96974
20230111T2300,7.440245,87.39545,10.315115,209.24883
20230112T0000,7.480245,84.869774,12.074766,206.56505
20230112T0100,7.4102454,84.14994,13.217443,209.35776
20230112T0200,7.380245,83.49864,14.20062,210.46555
20230112T0300,7.650245,81.73657,15.0038395,210.25644
20230112T0400,7.7002454,81.80119,14.20062,210.46555
20230112T0500,8.020246,79.91787,15.277749,214.439
20230112T0600,8.240246,78.28549,16.78156,215.3948
20230112T0700,8.470245,77.66633,18.278645,212.125
20230112T0800,8.430245,77.16991,18.892282,210.96376
20230112T0900,8.650246,75.81001,20.073025,212.55
20230112T1000,8.850245,74.83986,21.533897,218.21103
20230112T1100,9.0602455,74.14576,19.862083,223.5312
20230112T1200,9.300245,73.56864,21.203358,220.17923
20230112T1300,9.740245,71.06546,17.595861,210.76273
20230112T1400,9.960245,71.310005,20.188908,219.93639
20230112T1500,10.070246,70.5368,20.12461,222.82526
20230112T1600,10.010245,70.32671,19.406637,220.48601
20230112T1700,9.720245,71.21132,18.626305,221.08176
20230112T1800,9.870245,69.658,18.899143,220.36453
20230112T1900,10.080245,68.29547,18.899143,220.36453
20230112T2000,10.100245,67.29687,19.373219,221.98721
20230112T2100,10.290245,66.72541,19.373219,221.98721
20230112T2200,10.410245,65.44799,19.61587,222.76883
20230112T2300,10.600245,65.353615,17.84816,221.7295
20230113T0000,10.720245,65.24343,17.786331,215.94211
20230113T0100,10.510245,67.86306,18.218275,217.77568
20230113T0200,10.440246,70.66234,19.008545,217.30396
20230113T0300,10.180245,74.51013,19.67195,214.56253
20230113T0400,9.930245,79.21607,20.570463,212.85573
20230113T0500,9.570246,83.841034,21.068459,213.147
20230113T0600,9.530245,84.8246,20.68356,211.47684
20230113T0700,9.700245,82.13952,20.87379,212.31961
20230113T0800,9.780245,82.26404,21.252197,218.81139
20230113T0900,9.660245,83.968124,21.38897,223.63608
20230113T1000,9.550245,85.47209,22.493519,230.19443
20230113T1100,9.400246,87.17791,19.296135,233.3439
20230113T1200,9.3102455,86.98873,23.675304,241.87627
20230113T1300,9.550245,79.48709,21.575987,244.29004
20230113T1400,9.320246,76.890625,23.132626,249.02652
20230113T1500,9.570246,72.13768,20.858265,248.7495
20230113T1600,8.750245,75.50879,17.31746,249.30457
20230113T1700,8.130245,79.54302,15.509274,248.1986
20230113T1800,7.6202455,82.19299,14.039999,247.38013
20230113T1900,7.7202454,80.662186,13.849477,242.10274
20230113T2000,7.7202454,78.97572,13.891522,238.7816
20230113T2100,7.770245,76.67575,13.849477,242.10274
20230113T2200,7.7002454,75.960945,12.783802,237.65256
20230113T2300,7.2602453,78.51107,10.514218,231.95296
20230114T0000,6.940245,81.57605,10.948973,226.33223
20230114T0100,6.9102454,82.55746,10.587918,215.31122
20230114T0200,6.520245,83.73822,10.233123,219.28941
20230114T0300,6.3202453,84.66517,10.009036,217.69424
20230114T0400,6.5902452,83.68831,9.47012,188.74615
20230114T0500,6.500245,83.972755,9.007196,182.2906
20230114T0600,6.880245,81.68274,9.3669195,177.79741
20230114T0700,7.2002454,80.2425,10.105681,184.08562
20230114T0800,7.3302455,78.633865,10.739833,193.57043
20230114T0900,7.3302455,78.356026,10.1376915,186.11551
20230114T1000,8.030246,77.04679,10.1376915,186.11551
20230114T1100,8.330246,77.64274,9.779817,173.6598
20230114T1200,9.170245,72.31232,11.659777,171.11934
20230114T1300,9.880245,67.20024,11.966953,173.08878
20230114T1400,10.5602455,56.360294,12.7279215,188.1301
20230114T1500,10.820246,49.885807,14.003029,197.96915
20230114T1600,10.330245,53.566994,15.683774,211.86598
20230114T1700,10.350245,63.69924,19.008545,217.30396
20230114T1800,10.180245,71.955864,20.26899,213.40782
20230114T1900,10.420245,75.85925,20.456745,208.36905
20230114T2000,10.710245,76.384,19.966211,205.641
20230114T2100,10.740245,79.5056,20.140705,204.27444
20230114T2200,10.820246,80.617584,20.316889,209.74487
20230114T2300,10.940246,76.21286,17.57744,214.99202
20230115T0000,11.300245,73.18237,20.073025,212.55
20230115T0100,11.950245,70.968704,23.358423,208.54
20230115T0200,12.240245,73.007835,24.514387,209.95361
20230115T0300,12.130245,75.74026,25.376808,211.66075
20230115T0400,12.130245,76.88791,25.567604,212.34744
20230115T0500,12.160245,76.945435,24.774696,215.53769
20230115T0600,12.180245,75.59366,24.063513,218.92755
20230115T0700,11.860246,75.43417,21.67487,228.36647
20230115T0800,10.590245,80.80584,20.966715,254.0546
20230115T0900,7.6402454,87.17307,22.608458,279.16235
20230115T1000,5.650245,86.832016,18.775301,265.6013
20230115T1100,5.1602454,91.7161,15.725037,254.0546
20230115T1200,5.0702453,88.57576,16.311613,247.96378
20230115T1300,4.940245,87.49682,17.917007,247.55725
20230115T1400,5.270245,82.67897,15.408671,232.59465
20230115T1500,5.8402452,78.61107,15.30741,221.18593
20230115T1600,5.8502455,74.97287,15.7908325,223.15239
20230115T1700,5.1202455,76.03572,13.979872,214.50853
20230115T1800,4.690245,75.51631,13.53236,208.61046
20230115T1900,4.5402455,75.4881,13.527572,205.20113
20230115T2000,4.5902452,74.19017,13.570615,201.8014
20230115T2100,4.420245,73.6713,12.641076,199.98311
20230115T2200,4.5202456,72.78224,11.525623,194.47029
20230115T2300,4.2702456,68.883804,11.440978,192.72435
20230116T0000,4.420245,68.96834,11.879999,180
20230116T0100,4.690245,68.52387,11.570515,174.64418
20230116T0200,4.610245,69.112465,11.901798,176.53177
20230116T0300,4.8902454,67.52018,12.964998,178.40886
20230116T0400,4.630245,68.25888,13.363711,175.36453
20230116T0500,3.8202453,70.374985,14.145756,165.25644
20230116T0600,3.8602452,67.931244,12.768586,158.49857
20230116T0700,3.5902452,66.520836,11.753877,152.65012
20230116T0800,3.8602452,63.96383,11.753877,152.65012
20230116T0900,3.9802456,63.235336,13.1041975,159.0755
20230116T1000,4.2702456,65.0245,15.5843,173.3675
20230116T1100,5.0602455,71.10911,16.299694,186.3402
20230116T1200,5.860245,72.89475,20.316889,187.12502
20230116T1300,6.3702455,72.05684,18.844202,173.41806
20230116T1400,6.8302455,67.81623,21.24305,180.97102
20230116T1500,6.3102455,74.62972,27.475807,211.6075
20230116T1600,6.000245,78.41301,26.787966,221.18593
20230116T1700,5.900245,77.557915,26.250393,227.77917
20230116T1800,5.500245,75.123276,27.162708,235.25682
20230116T1900,5.5302453,70.180534,23.47741,234.3602
20230116T2000,4.980245,73.19462,20.808498,232.7336
20230116T2100,4.3002453,78.12346,18.504139,232.90717
20230116T2200,3.9502454,80.8921,16.704155,232.88315
20230116T2300,3.7702456,84.455925,12.538134,219.17366
20230117T0000,3.3902454,86.44585,12.4811535,213.23172
20230117T0100,3.3602452,86.88073,12.768586,220.42609
20230117T0200,3.3702455,87.448494,8.4963045,216.38435
20230117T0300,3.2602453,88.64397,8.049845,206.56505
20230117T0400,2.4302454,92.55948,6.519877,186.3402
20230117T0500,1.8702455,93.258125,6.0347,162.64597
20230117T0600,1.0502454,94.70717,4.8433046,138.01279
20230117T0700,1.3402455,93.49185,5.154415,114.77514
20230117T0800,0.8502454,93.73066,6.489992,109.44003
20230117T0900,0.8202454,92.56936,6.9899354,101.88866
20230117T1000,1.5502454,91.020226,6.519877,96.34019
20230117T1100,2.2802453,92.54802,5.0911684,81.869896
20230117T1200,2.6302452,91.975174,5.771239,86.42367
20230117T1300,3.0202456,90.1034,6.87779,83.99099
20230117T1400,2.9802456,89.969666,5.8048253,97.125015
20230117T1500,2.2602453,93.69155,2.3051248,51.34018
20230117T1600,1.5502454,99.66329,2.0991426,30.963745
20230117T1700,1.3502455,99.947556,2.16,89.99999
20230117T1800,1.1102455,99.94278,2.7416782,113.19859
20230117T1900,1.0102454,99.940765,4.0249224,100.30484
20230117T2000,0.7902454,99.79121,4.3349743,94.76365
20230117T2100,1.0502454,97.22255,4.452954,104.03624
20230117T2200,1.1902454,94.30269,4.1046314,127.874985
20230117T2300,0.84024537,99.21409,4.39436,145.00798
20230118T0000,1.0702454,96.80018,6.4799995,180
20230118T0100,1.9802454,95.03855,6.924738,188.97263
20230118T0200,2.1302454,96.35973,6.439876,206.56505
20230118T0300,2.2602453,95.123314,6.3690495,227.29062
20230118T0400,1.9402454,95.38059,5.3999996,233.1301
20230118T0500,1.6702454,96.40754,4.198285,239.03624
20230118T0600,1.5802454,96.1939,3.9763298,264.80557
20230118T0700,1.7602454,95.57806,5.8603754,280.61966
20230118T0800,1.5702454,96.96301,6.489992,289.44003
20230118T0900,1.5702454,96.75259,3.396233,302.00537
20230118T1000,1.4502454,96.047966,5.3517847,312.27368
20230118T1100,1.3802454,93.49469,8.39657,329.03625
20230118T1200,1.5202454,89.82893,9.360001,337.38013
20230118T1300,1.9002454,83.52626,8.225035,336.8014
20230118T1400,1.9102454,82.977036,8.217153,331.1892
20230118T1500,1.9402454,80.870834,8.209263,322.12503
20230118T1600,1.5502454,81.10772,8.14587,315
20230118T1700,1.1302454,81.341934,5.991594,302.73523
20230118T1800,0.47024542,81.66213,4.6938252,274.3987
20230118T1900,0.16024542,84.27369,5.5887027,255.06857
20230118T2000,-0.019754589,85.70453,6.28713,246.37064
20230118T2100,-0.23975462,88.2653,6.9247384,242.10274
20230118T2200,-0.39975458,88.312935,6.193674,234.46233
20230118T2300,-0.22975457,84.470856,5.315336,241.69925
20230119T0000,-1.0097545,88.04595,6.12,208.0725
20230119T0100,-1.3797545,90.13927,6.725354,195.52411
20230119T0200,-1.5197545,89.787964,6.6185193,202.38013
20230119T0300,-2.1597548,90.5359,5.495161,211.6075
20230119T0400,-2.5097547,90.36434,5.0142193,201.0375
20230119T0500,-2.3097544,89.0976,4.6938252,184.39871
20230119T0600,-2.1697545,88.176125,4.3349743,184.76364
20230119T0700,-2.1897545,86.91607,4.68,180
20230119T0800,-1.9397546,84.93307,5.7599998,180
20230119T0900,-1.9697546,85.63904,7.208994,182.86241
20230119T1000,-1.2497545,85.09261,6.638072,192.52881
20230119T1100,-0.05975461,82.561,8.942214,220.1009
20230119T1200,0.5102454,78.97033,11.753876,229.96974
20230119T1300,1.2802454,74.35602,11.525623,231.3402
20230119T1400,1.7302454,72.63451,9.504272,232.69606
20230119T1500,1.8202454,72.32839,8.435069,230.19443
20230119T1600,1.4902453,77.85766,4.39436,214.99202
20230119T1700,-0.019754589,85.51334,4.1046314,164.74487
20230119T1800,-1.0097545,90.58094,5.315336,151.69923
20230119T1900,-1.3997546,91.76971,5.3999996,143.1301
20230119T2000,-1.9997545,92.06096,4.198285,120.96376
20230119T2100,-2.5897546,90.083374,4.2136917,109.9831
20230119T2200,-3.1097546,91.40621,3.6179552,95.71059
20230119T2300,-3.709755,91.20988,3.4152596,108.434944
20230120T0000,-3.459755,89.85528,3.319036,130.60129
20230120T0100,-3.5997548,89.2934,3.319036,139.3987
20230120T0200,-3.5097547,87.48058,3.5455887,156.0375
20230120T0300,-3.4497547,86.02789,2.9024127,172.87498
20230120T0400,-3.1997547,85.27553,1.9386592,201.8014
20230120T0500,-2.9597545,84.789375,2.2768397,198.43495
20230120T0600,-2.3197546,80.5945,2.5959969,213.69006
20230120T0700,-2.2997546,81.40189,1.609969,206.56505
20230120T0800,-2.4997544,83.89106,1.609969,206.56505
20230120T0900,-1.0197546,80.14297,3.219938,206.56505
20230120T1000,-0.1897546,77.961945,3.8773184,201.8014
20230120T1100,0.090245396,80.81235,5.1165614,219.28941
20230120T1200,0.8202454,77.911156,5.1919937,236.30994
20230120T1300,1.3302454,73.31572,6.0347,252.64598
20230120T1400,1.6502454,71.16392,6.87779,263.991
20230120T1500,1.9902455,68.87658,6.924738,261.02737
20230120T1600,1.6202455,72.611374,6.28713,256.7595
20230120T1700,0.4002454,77.83507,5.0142193,248.9625
20230120T1800,-0.73975456,81.46992,5.634891,206.56505
20230120T1900,-1.4697546,86.94059,6.379216,196.38954
20230120T2000,-1.5697545,88.57786,6.638072,192.52881
20230120T2100,-1.1497546,86.20043,6.162207,186.70984
20230120T2200,-2.2697544,92.175804,5.7599998,180
20230120T2300,-1.7497545,85.86285,7.5685663,177.27368
20230121T0000,-1.5197545,84.47978,8.759178,170.53767
20230121T0100,-1.8297547,83.98935,8.311245,162.34987
20230121T0200,-2.1997547,83.744095,5.937272,165.96376
20230121T0300,-2.9297547,85.70448,3.7585104,163.30075
20230121T0400,-2.6897545,82.33958,4.1046314,142.12502
20230121T0500,-2.9697547,81.104294,4.6800003,112.61986
20230121T0600,-3.4897547,84.0657,4.3349743,94.76365
20230121T0700,-3.9397545,85.30281,3.319036,77.47118
20230121T0800,-4.519755,87.151665,4.5536795,71.56504
20230121T0900,-3.8997545,87.43189,3.563818,44.999985
20230121T1000,-2.2597547,82.59601,6.297428,30.963745
20230121T1100,-0.7897546,77.97013,9.511088,29.475876
20230121T1200,0.2602454,74.823746,15.1884165,31.42955
20230121T1300,1.0302454,70.86741,17.555307,28.141602
20230121T1400,1.0702454,70.60957,18.681883,25.083572
20230121T1500,0.5802454,74.43829,19.66536,23.749481
20230121T1600,0.010245383,78.94201,18.1041,17.35402
20230121T1700,-0.5897546,82.47999,16.676977,13.736267
20230121T1800,-0.5697546,81.804146,14.685176,11.309921
20230121T1900,-0.46975458,80.175545,15.281989,15.018356
20230121T2000,-0.3897546,80.61229,14.587776,15.751175
20230121T2100,-0.3797546,81.83413,13.009903,14.420761
20230121T2200,-0.49975455,83.92881,12.224107,13.626984
20230121T2300,-0.61975455,84.47954,12.620554,3.2704926
20230122T0000,-0.65975463,85.04548,12.261158,3.3664398
20230122T0100,-0.7197546,86.19116,11.609651,7.125
20230122T0200,-0.6997546,86.71093,11.570515,5.3558044
20230122T0300,-0.7097546,88.14627,10.805999,1.9091492
20230122T0400,-0.72975457,88.870255,11.159999,360
20230122T0500,-0.60975456,89.01583,11.183201,3.6913757
20230122T0600,-0.39975458,88.11599,11.609651,7.125
20230122T0700,-0.29975462,88.8509,8.825508,11.76828
20230122T0800,-0.23975462,89.71888,8.473393,12.2647705
20230122T0900,-0.1397546,90.26248,9.114471,9.090271
20230122T1000,0.070245415,89.94978,9.9571085,12.528793
20230122T1100,0.6002454,87.192314,11.090103,13.134018
20230122T1200,0.9902454,85.83493,13.32,18.924637
20230122T1300,1.3302454,82.160034,14.336861,28.495636
20230122T1400,1.5702454,80.03801,12.594856,30.963745
20230122T1500,1.6702454,79.11205,11.269782,26.565033
20230122T1600,1.5002453,80.44232,10.24578,18.434952
20230122T1700,1.4902453,80.38116,8.350138,7.431381
20230122T1800,1.7402455,81.79898,7.928178,2.6025543
20230122T1900,1.5202454,83.47209,6.489992,3.1798248
20230122T2000,1.2202454,85.73786,6.489992,3.1798248
20230122T2100,0.7402454,86.631294,6.5693827,9.462311
20230122T2200,0.9402454,86.33677,5.8048253,7.125
20230122T2300,0.5102454,88.414314,5.3999996,360
20230123T0000,0.4002454,88.01093,6.162207,6.7098236
20230123T0100,0.4802454,87.371704,7.072878,14.743561
20230123T0200,0.7202454,87.07788,7.24486,26.565033
20230123T0300,0.6702454,87.26505,6.763786,25.201126
20230123T0400,0.7902454,86.25435,7.0911775,23.962494
20230123T0500,0.84024537,85.75235,8.587338,33.023865
20230123T0600,0.7402454,84.479546,9.693296,31.32869
20230123T0700,0.7302454,82.74169,11.119281,29.05458
20230123T0800,0.6002454,80.955605,11.246759,39.805573
20230123T0900,0.7302454,80.196205,11.808878,37.568573
20230123T1000,0.8302454,80.51197,12.10157,30.37912
20230123T1100,1.6702454,72.78502,18.218275,52.22432
20230123T1200,2.0802455,72.06008,18.391737,49.76364
20230123T1300,2.4002454,70.95573,18.35647,48.179825
20230123T1400,2.7202454,71.183945,19.681828,50.194427
20230123T1500,2.9002452,71.22283,19.734436,51.666656
20230123T1600,2.9902453,72.359375,18.899143,49.635452
20230123T1700,2.8802452,73.25261,16.363178,39.644165
20230123T1800,2.9702454,73.10863,15.696165,36.60707
20230123T1900,3.0102453,74.20496,14.982228,35.217575
20230123T2000,3.1902456,75.84224,15.077082,33.310623
20230123T2100,3.2502456,76.86255,15.277749,34.43898
20230123T2200,3.4202452,76.50013,13.896187,36.573013
20230123T2300,3.4602456,77.69275,12.594856,30.963745
20230124T0000,3.5302453,77.5916,13.237038,44.999985
20230124T0100,3.5202456,77.76018,12.819235,51.842773
20230124T0200,3.6402454,77.21519,11.753876,49.96974
20230124T0300,3.5602455,77.48357,12.031756,51.07245
20230124T0400,3.4202452,77.97032,11.304229,52.76516
20230124T0500,3.3202453,78.35309,10.587918,54.68878
20230124T0600,3.2602453,78.917946,8.435069,50.194427
20230124T0700,3.2702456,79.556694,6.9153743,38.659805
20230124T0800,3.1702452,80.123566,7.127636,44.999985
20230124T0900,3.3002453,79.85268,5.3517847,47.726303
20230124T1000,3.4002452,80.21925,6.3690495,42.70938
20230124T1100,3.8702455,78.1058,8.78872,55.007973
20230124T1200,4.2302456,77.09597,8.707237,60.25511
20230124T1300,4.630245,74.903465,8.854829,63.43495
20230124T1400,4.920245,74.68735,9.178235,64.440025
20230124T1500,5.040245,74.60209,7.729527,62.241455
20230124T1600,4.9902453,75.95675,7.386582,46.97493
20230124T1700,3.9002452,81.65023,5.3517847,42.27368
20230124T1800,3.7702456,82.88248,6.1305785,49.76364
20230124T1900,3.4502454,84.41343,6.638072,49.398697
20230124T2000,3.3902454,85.947235,5.904439,52.431404
20230124T2100,3.4802456,86.39414,5.8603754,47.489548
20230124T2200,3.1002455,86.85043,6.989936,34.508514
20230124T2300,2.5902452,87.10658,4.6938257,57.5288
20230125T0000,3.1802454,86.98557,4.0249224,79.695145
20230125T0100,2.5802455,87.99603,3.0758414,69.443954
20230125T0200,2.7002454,89.03596,1.8,89.99999
20230125T0300,2.5402455,89.53757,2.16,89.99999
20230125T0400,2.5902452,89.737335,3.219938,63.43495
20230125T0500,2.7102456,90.92491,3.5455887,66.037506
20230125T0600,2.3202453,91.352715,3.5455887,66.037506
20230125T0700,2.4602454,90.96867,4.1046314,52.125
20230125T0800,2.2802453,90.49208,5.1165614,39.2894
20230125T0900,2.6202455,88.256256,4.829907,26.565033
20230125T1000,2.8302455,85.00827,6.297428,30.963745
20230125T1100,3.0402455,84.72725,7.42159,14.03624
20230125T1200,3.1002455,84.24411,8.049845,26.565033
20230125T1300,3.3102455,82.876625,8.942214,40.100906
20230125T1400,3.4902453,82.78221,8.209263,52.125
20230125T1500,3.5702453,82.55381,6.638072,49.398697
20230125T1600,3.6002455,81.427155,5.0911684,44.999985
20230125T1700,2.7902455,85.561485,3.8268526,41.18593
20230125T1800,3.5602455,79.1417,4.0249224,26.565033
20230125T1900,3.3902454,79.75094,2.968636,14.03624
20230125T2000,3.2502456,80.42951,2.9024127,7.125
20230125T2100,3.1302452,81.890656,3.96,360
20230125T2200,2.6302452,83.38525,4.1046314,15.255127
20230125T2300,2.4202454,84.64502,3.096837,324.46234
20230126T0000,1.8802454,86.95997,1.9386592,338.1986
20230126T0100,1.4702454,88.38939,2.6208394,344.0546
20230126T0200,0.8002454,89.230995,3.2399998,360
20230126T0300,0.7202454,89.94792,2.968636,14.03624
20230126T0400,0.6802454,89.87781,2.0991426,329.03625
20230126T0500,0.2802454,89.904274,2.9024127,330.25513
20230126T0600,0.5802454,90.13299,4.73506,351.25385
20230126T0700,0.5302454,89.92914,5.3999996,360
20230126T0800,0.64024544,88.03806,5.4477882,7.594635
20230126T0900,0.4502454,87.562256,5.937272,14.03624
20230126T1000,0.4902454,86.216675,6.725354,15.524109
20230126T1100,0.7102454,86.499695,6.849467,3.0127716
20230126T1200,0.9402454,83.1419,7.5685663,2.7262878
20230126T1300,0.9002454,82.15527,7.9526596,5.194412
20230126T1400,0.9302454,81.55222,6.9899354,11.888657
20230126T1500,0.7102454,81.517624,6.9899354,11.888657
20230126T1600,0.5602454,81.00952,8.311245,4.9697266
20230126T1700,0.3602454,79.83544,9.007196,357.7094
20230126T1800,0.000245392,80.31464,8.669949,355.23636
20230126T1900,-0.24975461,80.57491,7.928178,357.39746
20230126T2000,-0.48975456,81.69395,7.9526596,354.8056
20230126T2100,-0.5597546,81.49879,8.669949,355.23636
20230126T2200,-0.7197546,82.52201,7.9526596,354.8056
20230126T2300,-0.72975457,84.33751,7.2359104,354.28943
20230127T0000,-0.90975463,85.78007,7.5685663,357.2737
20230127T0100,-0.87975454,85.20701,7.208994,357.13757
20230127T0200,-0.9297546,86.2934,7.2,360
20230127T0300,-1.0797546,87.44644,6.130579,3.3664398
20230127T0400,-1.0897546,88.76438,6.924738,8.972626
20230127T0500,-0.9197546,88.5844,7.6367526,8.130096
20230127T0600,-0.9597546,89.91275,7.2359104,5.7105865
20230127T0700,-0.6797546,88.149704,7.9526596,5.194412
20230127T0800,-0.63975465,89.07892,9.114471,9.090271
20230127T0900,-0.4597546,88.04355,9.904906,19.093475
20230127T1000,-0.11975461,85.500145,10.630672,28.30075
20230127T1100,0.3702454,80.97884,12.10157,30.37912
20230127T1200,0.8602454,78.443756,12.10157,30.37912
20230127T1300,1.1802454,77.10893,13.104198,37.184692
20230127T1400,1.4702454,75.85186,12.819235,38.157227
20230127T1500,1.4202454,75.61631,12.783802,32.347427
20230127T1600,1.4002454,76.51999,12.904882,30.141388
20230127T1700,1.1102455,77.84721,10.966713,23.198593
20230127T1800,0.6102454,80.896904,9.9571085,12.528793
20230127T1900,0.17024541,83.400665,9.605998,12.994629
20230127T2000,0.17024541,83.276405,9.255571,13.495728
20230127T2100,0.4602454,81.5389,9.178235,11.309921
20230127T2200,0.3802454,82.13653,8.825508,11.76828
20230127T2300,0.52024543,82.46444,7.2359104,5.7105865
20230128T0000,0.19024539,84.15249,8.557102,14.620865
20230128T0100,0.060245395,85.26971,9.255571,13.495728
20230128T0200,0.050245404,85.52257,8.905908,14.03624
20230128T0300,0.030245423,85.902534,7.8625183,15.945404
20230128T0400,-0.10975462,87.496605,7.8625183,15.945404
20230128T0500,0.3802454,86.20281,8.311245,17.650116
20230128T0600,0.5102454,86.09159,9.227524,20.55603
20230128T0700,0.77024543,85.49009,9.504273,24.623566
20230128T0800,0.8502454,85.563736,9.83268,23.749481
20230128T0900,1.2102454,84.60632,11.435313,28.178574
20230128T1000,1.5502454,82.98558,14.773164,43.025055
20230128T1100,2.0302453,74.89468,15.30741,41.18593
20230128T1200,2.4102454,72.56056,16.92383,51.91121
20230128T1300,2.7002454,69.55587,17.786331,54.05787
20230128T1400,2.7202454,69.405,17.10284,49.267868
20230128T1500,2.9202452,68.42323,15.273505,44.999985
20230128T1600,2.8702455,68.872246,13.324863,38.418045
20230128T1700,2.5602455,72.05463,10.787993,25.709946
20230128T1800,2.2102454,74.65245,9.565437,19.798859
20230128T1900,2.0502453,76.869,8.654986,16.927505
20230128T2000,1.5202454,80.50516,7.8625183,15.945404
20230128T2100,1.0602454,82.36264,7.072878,14.743561
20230128T2200,1.0502454,83.09645,7.968939,18.434952
20230128T2300,0.6602454,85.28606,7.8625183,15.945404
20230129T0000,1.0102454,84.82945,7.172949,17.525558
20230129T0100,0.6602454,84.84498,7.0911775,23.962494
20230129T0200,0.77024543,83.54971,6.830519,18.434952
20230129T0300,-0.1397546,84.04308,6.489992,19.440033
20230129T0400,0.080245405,83.01499,6.12,28.07248
20230129T0500,-0.3297546,82.14949,5.937272,14.03624
20230129T0600,0.5802454,77.92606,6.87779,6.0090027
20230129T0700,0.090245396,78.48317,6.2145634,10.00798
20230129T0800,0.4302454,78.426056,1.4399999,89.99999
20230129T0900,0.6002454,79.45956,3.2599385,6.340164
20230129T1000,0.9202454,76.65847,4.73506,8.74614
20230129T1100,1.3802454,74.598854,4.379589,350.5377
20230129T1200,1.9502454,71.2293,1.4399999,360
20230129T1300,2.1302454,70.31609,0.5091169,135
20230129T1400,2.4002454,68.30291,0.8049845,243.43495
20230129T1500,2.4802454,68.47499,2.2768397,251.56506
20230129T1600,2.5502453,67.57495,4.452954,255.96376
20230129T1700,2.0102453,70.026726,2.9024127,262.875
20230129T1800,2.1802454,69.17889,3.319036,229.39871
20230129T1900,1.0102454,75.1418,5.315336,208.30077
20230129T2000,-0.08975458,79.699135,6.151683,200.55605
20230129T2100,-2.3497548,87.689285,4.896529,197.10272
20230129T2200,-2.7297544,87.97664,4.896529,197.10272
20230129T2300,-1.9897546,84.99045,6.297428,210.96376
20230130T0000,-1.9797546,84.86319,5.3999996,216.8699
20230130T0100,-2.6297545,86.86041,5.904439,217.5686
20230130T0200,-2.8197546,87.10085,5.904439,217.5686
20230130T0300,-3.1397548,88.12868,6.439876,243.43495
20230130T0400,-2.6797547,87.9826,6.989936,214.50853
20230130T0500,-2.0497546,86.27878,8.0899935,212.27565
20230130T0600,-1.7597545,84.12679,9.021574,208.61046
20230130T0700,-2.1697545,86.32848,8.39657,210.96376
20230130T0800,-1.8397547,85.527115,8.78872,214.99202
20230130T0900,-1.2497545,83.50484,9.793059,216.02737
20230130T1000,-0.03975457,81.76505,11.090103,215.75389
20230130T1100,0.89024544,79.627625,13.324863,218.41806
20230130T1200,1.9302454,79.802345,14.186923,215.7067
20230130T1300,2.5202456,78.55998,15.408671,217.40535
20230130T1400,3.0302453,77.50251,13.783817,229.23639
20230130T1500,3.2302456,78.9706,14.113652,232.2532
